Ranking,Código do Município,Nome do Município,UF,População
4853,"2907400","Catolândia"," Bahia",3619
4854,"3501202","Álvares Florence"," São Paulo",3616
4855,"3114709","Carvalhópolis"," Minas Gerais",3614
4856,"4311122","Jaquirana"," Rio Grande do Sul",3611
4857,"5104559","Itaúba"," Mato Grosso",3609
4858,"2201572","Belém do Piauí"," Piauí",3607
4859,"2514800","São José dos Cordeiros"," Paraíba",3607
4860,"4320602","Severiano de Almeida"," Rio Grande do Sul",3607
4861,"2411809","São Fernando"," Rio Grande do Norte",3606
4862,"3539707","Platina"," São Paulo",3606
4863,"3102407","Alvorada de Minas"," Minas Gerais",3605
4864,"3153707","Quartel Geral"," Minas Gerais",3603
4865,"3160009","Santo Antônio do Aventureiro"," Minas Gerais",3602
4866,"5107768","Santa Rita do Trivelato"," Mato Grosso",3602
4867,"4125456","São José das Palmeiras"," Paraná",3601
4868,"3551306","Sebastianópolis do Sul"," São Paulo",3595
4869,"2513356","Santa Inês"," Paraíba",3591
4870,"3500600","Águas de São Pedro"," São Paulo",3588
4871,"5007976","Taquarussu"," Mato Grosso do Sul",3588
4872,"2202075","Cajazeiras do Piauí"," Piauí",3586
4873,"2411106","Ruy Barbosa"," Rio Grande do Norte",3584
4874,"3109600","Cachoeira da Prata"," Minas Gerais",3580
4875,"5215900","Palminópolis"," Goiás",3578
4876,"3153202","Presidente Juscelino"," Minas Gerais",3572
4877,"2502052","Bernardino Batista"," Paraíba",3571
4878,"3171402","Vieiras"," Minas Gerais",3570
4879,"2505808","Duas Estradas"," Paraíba",3569
4880,"4219101","Vargeão"," Santa Catarina",3569
4881,"4318622","São José dos Ausentes"," Rio Grande do Sul",3559
4882,"2505907","Emas"," Paraíba",3556
4883,"5006259","Novo Horizonte do Sul"," Mato Grosso do Sul",3556
4884,"3144904","Nova Módica"," Minas Gerais",3548
4885,"4201604","Arroio Trinta"," Santa Catarina",3547
4886,"3119005","Cordislândia"," Minas Gerais",3546
4887,"3500204","Adolfo"," São Paulo",3545
4888,"4300851","Arambaré"," Rio Grande do Sul",3544
4889,"5221080","Teresina de Goiás"," Goiás",3538
4890,"1718881","Santa Maria do Tocantins"," Tocantins",3537
4891,"2515203","São Sebastião do Umbuzeiro"," Paraíba",3534
4892,"4310900","Jacutinga"," Rio Grande do Sul",3532
4893,"4322525","Vale Verde"," Rio Grande do Sul",3531
4894,"3505005","Barão de Antonina"," São Paulo",3525
4895,"3530904","Mombuca"," São Paulo",3523
4896,"4301552","Áurea"," Rio Grande do Sul",3517
4897,"3166105","Senhora do Porto"," Minas Gerais",3516
4898,"3541802","Queiroz"," São Paulo",3513
4899,"3156403","Romaria"," Minas Gerais",3507
4900,"5221007","Taquaral de Goiás"," Goiás",3506
4901,"4202438","Bocaina do Sul"," Santa Catarina",3501
4902,"3125804","Fernandes Tourinho"," Minas Gerais",3500
4903,"3129905","Ibitiúra de Minas"," Minas Gerais",3497
4904,"5221452","Trombas"," Goiás",3497
4905,"3126950","Frei Lagonegro"," Minas Gerais",3496
4906,"5108204","Torixoréu"," Mato Grosso",3487
4907,"3124708","Estrela do Indaiá"," Minas Gerais",3483
4908,"2506509","Gurjão"," Paraíba",3477
4909,"1701051","Angico"," Tocantins",3475
4910,"2704906","Mar Vermelho"," Alagoas",3474
4911,"4103156","Bom Jesus do Sul"," Paraná",3472
4912,"4311130","Jari"," Rio Grande do Sul",3472
4913,"1712801","Maurilândia do Tocantins"," Tocantins",3470
4914,"5215652","Palestina de Goiás"," Goiás",3470
4915,"3525854","Jumirim"," São Paulo",3467
4916,"4210209","Major Gercino"," Santa Catarina",3465
4917,"4204103","Caxambu do Sul"," Santa Catarina",3462
4918,"5206503","Cromínia"," Goiás",3458
4919,"4310553","Itacurubi"," Rio Grande do Sul",3456
4920,"5108303","União do Sul"," Mato Grosso",3455
4921,"5201603","Araçu"," Goiás",3450
4922,"5209804","Hidrolina"," Goiás",3450
4923,"3119708","Coronel Xavier Chaves"," Minas Gerais",3448
4924,"2210623","Sebastião Barros"," Piauí",3434
4925,"4219853","Zortéa"," Santa Catarina",3432
4926,"3121902","Divinésia"," Minas Gerais",3430
4927,"4213351","Ponte Alta do Norte"," Santa Catarina",3426
4928,"4116604","Nova América da Colina"," Paraná",3424
4929,"4117404","Ourizona"," Paraná",3423
4930,"3106101","Belmiro Braga"," Minas Gerais",3422
4931,"2802502","General Maynard"," Sergipe",3421
4932,"2207355","Pajeú do Piauí"," Piauí",3416
4933,"5103809","Figueirópolis d'Oeste"," Mato Grosso",3411
4934,"4306452","Dois Lajeados"," Rio Grande do Sul",3410
4935,"4107124","Diamante do Sul"," Paraná",3409
4936,"4322327","Turuçu"," Rio Grande do Sul",3408
4937,"4323309","Vila Flores"," Rio Grande do Sul",3407
4938,"4102752","Bela Vista da Caroba"," Paraná",3404
4939,"3127370","Goiabeira"," Minas Gerais",3402
4940,"4303673","Campestre da Serra"," Rio Grande do Sul",3402
4941,"4122800","Salgado Filho"," Paraná",3389
4942,"3540101","Pongaí"," São Paulo",3385
4943,"3159407","Santa Rita de Ibitipoca"," Minas Gerais",3380
4944,"5205059","Castelândia"," Goiás",3380
4945,"2513984","São Francisco"," Paraíba",3377
4946,"1718840","Sandolândia"," Tocantins",3371
4947,"5219456","Santa Rita do Novo Destino"," Goiás",3367
4948,"3137908","Lamim"," Minas Gerais",3366
4949,"3159704","Santa Rosa da Serra"," Minas Gerais",3364
4950,"2201309","Barreiras do Piauí"," Piauí",3356
4951,"3161056","São Félix de Minas"," Minas Gerais",3354
4952,"4313003","Nova Bréscia"," Rio Grande do Sul",3345
4953,"3149507","Pequeri"," Minas Gerais",3340
4954,"5205521","Colinas do Sul"," Goiás",3339
4955,"3522158","Itaoca"," São Paulo",3332
4956,"5108857","Nova Marilândia"," Mato Grosso",3332
4957,"1705102","Chapada da Natividade"," Tocantins",3330
4958,"4203154","Calmon"," Santa Catarina",3325
4959,"3542800","Ribeira"," São Paulo",3320
4960,"2805000","Pedra Mole"," Sergipe",3309
4961,"3144375","Natalândia"," Minas Gerais",3306
4962,"5206701","Damianópolis"," Goiás",3302
4963,"4111605","Ivatuba"," Paraná",3299
4964,"4119657","Pitangueiras"," Paraná",3298
4965,"2400406","Água Nova"," Rio Grande do Norte",3293
4966,"4307401","Esmeralda"," Rio Grande do Sul",3291
4967,"4300455","Alegria"," Rio Grande do Sul",3287
4968,"4212239","Paraíso"," Santa Catarina",3284
4969,"3106804","Bias Fortes"," Minas Gerais",3282
4970,"4118303","Paranapoema"," Paraná",3277
4971,"4304101","Campos Borges"," Rio Grande do Sul",3272
4972,"5203962","Buritinópolis"," Goiás",3272
4973,"2807303","Telha"," Sergipe",3271
4974,"4302600","Braga"," Rio Grande do Sul",3271
4975,"4301859","Barra do Guarita"," Rio Grande do Sul",3266
4976,"3170479","Uruana de Minas"," Minas Gerais",3256
4977,"4123204","Santa Cecília do Pavão"," Paraná",3253
4978,"5207501","Estrela do Norte"," Goiás",3253
4979,"3501509","Alvinlândia"," São Paulo",3251
4980,"4217550","Serra Alta"," Santa Catarina",3249
4981,"4112900","Jundiaí do Sul"," Paraná",3248
4982,"4103222","Bom Sucesso do Sul"," Paraná",3244
4983,"1501253","Bannach"," Pará",3239
4984,"3515129","Emilianópolis"," São Paulo",3238
4985,"4312377","Monte Alegre dos Campos"," Rio Grande do Sul",3237
4986,"4205175","Entre Rios"," Santa Catarina",3232
4987,"4304952","Caseiros"," Rio Grande do Sul",3228
4988,"4305371","Charrua"," Rio Grande do Sul",3228
4989,"4319125","São Martinho da Serra"," Rio Grande do Sul",3228
4990,"5107750","Salto do Céu"," Mato Grosso",3226
4991,"4201109","Anitápolis"," Santa Catarina",3223
4992,"3138302","Leandro Ferreira"," Minas Gerais",3222
4993,"3144201","Nacip Raydan"," Minas Gerais",3221
4994,"4319703","São Valentim"," Rio Grande do Sul",3220
4995,"2415008","Vila Flor"," Rio Grande do Norte",3217
4996,"2503753","Cajazeirinhas"," Paraíba",3217
4997,"2204154","Francisco Macedo"," Piauí",3216
4998,"3115904","Chácara"," Minas Gerais",3216
4999,"3532157","Nantes"," São Paulo",3215
5000,"2410603","Rafael Godeiro"," Rio Grande do Norte",3214
5001,"3157278","Santa Bárbara do Monte Verde"," Minas Gerais",3212
5002,"5218391","Professor Jamil"," Goiás",3211
5003,"4123105","Santa Amélia"," Paraná",3208
5004,"5214903","Nova Roma"," Goiás",3208
5005,"5219605","Santa Tereza de Goiás"," Goiás",3207
5006,"3125309","Faria Lemos"," Minas Gerais",3202
5007,"1712454","Luzinópolis"," Tocantins",3200
5008,"1718006","Porto Alegre do Tocantins"," Tocantins",3200
5009,"1712009","Lajeado"," Tocantins",3199
5010,"2414456","Triunfo Potiguar"," Rio Grande do Norte",3195
5011,"3544400","Rubiácea"," São Paulo",3195
5012,"3544509","Rubineia"," São Paulo",3191
5013,"4313425","Novo Machado"," Rio Grande do Sul",3191
5014,"4312617","Muitos Capões"," Rio Grande do Sul",3184
5015,"4201802","Atalanta"," Santa Catarina",3179
5016,"3125507","São Gonçalo do Rio Preto"," Minas Gerais",3178
5017,"3127354","Glaucilândia"," Minas Gerais",3177
5018,"2200806","Antônio Almeida"," Piauí",3175
5019,"4307054","Ernestina"," Rio Grande do Sul",3171
5020,"3119807","Córrego Danta"," Minas Gerais",3168
5021,"5107263","Santo Afonso"," Mato Grosso",3164
5022,"2409506","Pedra Grande"," Rio Grande do Norte",3163
5023,"4122107","Rio Bom"," Paraná",3162
5024,"4217105","São Martinho"," Santa Catarina",3162
5025,"3548302","Santo Expedito"," São Paulo",3159
5026,"3171501","Mathias Lobato"," Minas Gerais",3157
5027,"5216452","Perolândia"," Goiás",3156
5028,"3145802","Onça de Pitangui"," Minas Gerais",3155
5029,"4113429","Lidianópolis"," Paraná",3155
5030,"4206801","Ibicaré"," Santa Catarina",3154
5031,"3135001","Jaguaraçu"," Minas Gerais",3151
5032,"3113107","Caranaíba"," Minas Gerais",3150
5033,"2208601","Prata do Piauí"," Piauí",3149
5034,"3525409","Jeriquara"," São Paulo",3143
5035,"4310702","Itatiba do Sul"," Rio Grande do Sul",3143
5036,"4115739","Mato Rico"," Paraná",3142
5037,"2605459","Fernando de Noronha"," Pernambuco",3140
5038,"4312427","Mormaço"," Rio Grande do Sul",3139
5039,"4120150","Porto Barreiro"," Paraná",3133
5040,"3116902","Comendador Gomes"," Minas Gerais",3128
5041,"3143708","Morro do Pilar"," Minas Gerais",3126
5042,"3530003","Mira Estrela"," São Paulo",3125
5043,"5108352","Vale de São Domingos"," Mato Grosso",3124
5044,"4110300","Inajá"," Paraná",3122
5045,"2513968","São Domingos"," Paraíba",3119
5046,"2409209","Passagem"," Rio Grande do Norte",3114
5047,"2515609","Serra da Raiz"," Paraíba",3114
5048,"3537156","Pedrinhas Paulista"," São Paulo",3109
5049,"3115003","Cascalho Rico"," Minas Gerais",3108
5050,"1720259","São Salvador do Tocantins"," Tocantins",3106
5051,"4202537","Bom Jesus"," Santa Catarina",3104
5052,"2516755","Tenório"," Paraíba",3103
5053,"4310363","Imigrante"," Rio Grande do Sul",3103
5054,"3528858","Marapoama"," São Paulo",3097
5055,"3119609","Coronel Pacheco"," Minas Gerais",3095
5056,"3168051","Taparuba"," Minas Gerais",3093
5057,"4318051","São Domingos do Sul"," Rio Grande do Sul",3091
5058,"4305603","Colorado"," Rio Grande do Sul",3088
5059,"3528304","Magda"," São Paulo",3086
5060,"2211506","Vera Mendes"," Piauí",3082
5061,"2403756","Fernando Pedroza"," Rio Grande do Norte",3081
